70010000000025	01007EF00011E000	500000fcfcfcf8f0	3c176354f30e22dc
70010000000041	0100225000FEE000	1c1cfef2f0787e60	2c4cf83663b946d4
70010000000046	0100BCE000598000	000040ffff000000	4dfa2145debb2144
70010000000068	0100B42001DB4000	18fbf3f76602003c	682f1750eed95125
70010000000070	01008A9001DC2000	0072c7e7ebff7c10	146b2eb0574d3ce4
70010000000072	0100BA8001DC6000	001f1fb8f1ff7c10	1c59e2e44d5116ed
70010000000074	0100CEF001DC0000	00edbf1ff4ff7e00	19ab76c52f1441f1
70010000000076	010021C000B6A000	001838203c3c7c7c	1cbd75e630d0a4b4
70010000000079	0100EB2001DCC000	00377cb86affff10	69b4374858756da4
70010000000081	01009D4001DC4000	001e0f87f7bebe10	695c44d75f1c60e1
70010000000083	0100A8C001DCE000	183eff40ffff103c	1d16edf4050556f4
70010000000086	010047F001DBC000	0070f0e1c5e77310	2339d9d92c4553a6
70010000000091	0100849000BDA000	ff81c7ffdc140610	4d91ba44b6276d29
70010000000096	01009510001CA000	0b0000c0fcff83ff	1b86c198ee03f2cd
70010000000113	010073C001D5E000	0710761c9f7805ff	6844ecbb80bb38e9
70010000000116	01007AD00013E000	635f5bc04c383863	661fdab24267a04d
70010000000120	01001180021FA000	74dc7c6f0f3c0800	78f44b87326c0b71
70010000000121	010057D0021E8000	8798b80043b9b9ff	4168d1c398799faa
70010000000123	01004E90028A2000	000000007efef680	5b59bdbc2f0a50c0
70010000000129	0100C0F0020E8000	f8f89c04040707bf	17eae8bc688ce3a0
70010000000141	01000320000CC000	003c7e7c1cfcfd18	5555794f44cd5a90
70010000000142	0100704000B3A000	80191fc3effb807f	1f44b5b3c1ac249b
70010000000153	0100152000022000	dac06dee7ff0c00c	225ddd19b1597d10
70010000000154	0100701001D92000	401819d1423c3c3c	0cb9e3c61c31e9cc
70010000000156	0100A7F002830000	fffffb7878f80000	369cb1a507435c7c
70010000000158	0100902001014000	87b023037e3c01e1	5a03b4c38e7ad42e
70010000000159	01004C200100E000	73fbfe3b81f918c5	17929a2f80d2fa2d
70010000000160	0100B18001D8E000	00181cffdb180000	66b95944b1b34758
70010000000162	01004B1001D22000	e0c0dcfcf6fe0c06	5c8daa87913e69e0
70010000000165	010009E001D90000	43e5c7c3c72d00cb	6c89b38b92b43c53
70010000000166	0100CC80013D6000	7ee7c1c1cb13fe00	2d4b61983669cd56
70010000000171	0100E29001298000	00007edbdfc7777e	135359db1cac6685
70010000000185	01007330027EE000	878380fb0880ef78	2cee5915f403d42b
